observation_id,scientific_name,condition_ba,observation_url,photo_id,photo_url,license_code,attribution,observed_on,latitude,longitude,local_path,folder_name,common_name
350933125,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/350933125,640353748,https://inaturalist-open-data.s3.amazonaws.com/photos/640353748/medium.jpg,cc-by-nc,"(c) Scott A. Smith, some rights reserved (CC BY-NC)",2026-04-18,21.8760700226,-159.4382781982,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_350933125_photo_640353748.jpg,Erythrina_crista-galli,Ceibo
350767712,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/350767712,640047461,https://inaturalist-open-data.s3.amazonaws.com/photos/640047461/medium.jpg,cc-by-nc,"(c) Anit, some rights reserved (CC BY-NC)",2026-04-18,-7.92107,112.5901283333,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_350767712_photo_640047461.jpg,Erythrina_crista-galli,Ceibo
350574686,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/350574686,639666166,https://inaturalist-open-data.s3.amazonaws.com/photos/639666166/medium.jpg,cc-by-nc,"(c) Olga Godoy, some rights reserved (CC BY-NC)",2026-04-17,-27.5099466667,-58.797315,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_350574686_photo_639666166.jpg,Erythrina_crista-galli,Ceibo
350440288,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/350440288,639407261,https://inaturalist-open-data.s3.amazonaws.com/photos/639407261/medium.jpg,cc-by-nc,"(c) sathyasundaram, some rights reserved (CC BY-NC)",2026-04-17,22.2422436688,113.9801589434,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_350440288_photo_639407261.jpg,Erythrina_crista-galli,Ceibo
350156893,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/350156893,638847472,https://inaturalist-open-data.s3.amazonaws.com/photos/638847472/medium.jpg,cc-by-nc,"(c) naturalistchu, some rights reserved (CC BY-NC)",2026-04-16,-8.4332722222,112.6816888889,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_350156893_photo_638847472.jpg,Erythrina_crista-galli,Ceibo
349900771,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/349900771,638347293,https://inaturalist-open-data.s3.amazonaws.com/photos/638347293/medium.jpg,cc-by-nc,"(c) botanistuy, some rights reserved (CC BY-NC)",2024-11-20,-32.8089166667,-58.0817111667,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_349900771_photo_638347293.jpg,Erythrina_crista-galli,Ceibo
349799639,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/349799639,638151727,https://inaturalist-open-data.s3.amazonaws.com/photos/638151727/medium.jpg,cc-by-nc,"(c) Luis Carlos Alvarán Serna, some rights reserved (CC BY-NC)",2026-04-13,6.1517149729,-75.6190674752,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_349799639_photo_638151727.jpg,Erythrina_crista-galli,Ceibo
349780823,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/349780823,638112295,https://inaturalist-open-data.s3.amazonaws.com/photos/638112295/medium.jpg,cc-by-nc,"(c) Diego Gallotti, some rights reserved (CC BY-NC)",2026-04-11,-35.5861467622,-57.9951322075,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_349780823_photo_638112295.jpg,Erythrina_crista-galli,Ceibo
349771771,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/349771771,638099316,https://inaturalist-open-data.s3.amazonaws.com/photos/638099316/medium.jpg,cc-by-nc,"(c) movlost, some rights reserved (CC BY-NC)",2024-12-13,-34.570175,-58.4178616667,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_349771771_photo_638099316.jpg,Erythrina_crista-galli,Ceibo
349717744,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/349717744,637998357,https://inaturalist-open-data.s3.amazonaws.com/photos/637998357/medium.jpg,cc-by-nc,"(c) mikey-h, some rights reserved (CC BY-NC)",2025-09-29,-24.7899571557,-65.392883589,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_349717744_photo_637998357.jpg,Erythrina_crista-galli,Ceibo
349680192,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/349680192,637921233,https://inaturalist-open-data.s3.amazonaws.com/photos/637921233/medium.jpg,cc-by-nc,"(c) Anna Redfern, some rights reserved (CC BY-NC)",2026-03-22,-27.5856883333,153.0063472167,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_349680192_photo_637921233.jpg,Erythrina_crista-galli,Ceibo
349643059,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/349643059,637847754,https://inaturalist-open-data.s3.amazonaws.com/photos/637847754/medium.jpg,cc-by-nc,"(c) Walter Knudsen, some rights reserved (CC BY-NC)",2025-03-13,5.1559145376,-74.1634178907,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_349643059_photo_637847754.jpg,Erythrina_crista-galli,Ceibo
349622199,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/349622199,637807033,https://inaturalist-open-data.s3.amazonaws.com/photos/637807033/medium.jpg,cc-by-nc,"(c) largeterrariumbuild, some rights reserved (CC BY-NC)",2026-04-14,-27.3803175621,153.0407812328,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_349622199_photo_637807033.jpg,Erythrina_crista-galli,Ceibo
349486922,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/349486922,637545110,https://inaturalist-open-data.s3.amazonaws.com/photos/637545110/medium.jpg,cc-by-nc,"(c) KITSUNERI, some rights reserved (CC BY-NC)",2026-04-11,22.7928,113.2238533333,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_349486922_photo_637545110.jpg,Erythrina_crista-galli,Ceibo
349302533,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/349302533,637176340,https://inaturalist-open-data.s3.amazonaws.com/photos/637176340/medium.jpg,cc-by-nc,"(c) Heather Dickenson, some rights reserved (CC BY-NC)",2026-04-05,-39.49152,176.9195716667,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_349302533_photo_637176340.jpg,Erythrina_crista-galli,Ceibo
349214884,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/349214884,637005805,https://inaturalist-open-data.s3.amazonaws.com/photos/637005805/medium.jpg,cc-by-nc,"(c) astronorm, some rights reserved (CC BY-NC)",2026-04-11,16.40814534,120.5976543948,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_349214884_photo_637005805.jpg,Erythrina_crista-galli,Ceibo
349128805,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/349128805,636832858,https://inaturalist-open-data.s3.amazonaws.com/photos/636832858/medium.jpg,cc-by-nc,"(c) Chris Rehberg | Sydney Birding, some rights reserved (CC BY-NC)",2026-04-12,-34.8548219924,150.7473801169,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_349128805_photo_636832858.jpg,Erythrina_crista-galli,Ceibo
348862088,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/348862088,636317192,https://inaturalist-open-data.s3.amazonaws.com/photos/636317192/medium.jpg,cc-by-nc,"(c) sanbhavna, some rights reserved (CC BY-NC)",2026-04-11,-34.990517111,138.7152929786,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_348862088_photo_636317192.jpg,Erythrina_crista-galli,Ceibo
348842653,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/348842653,645346919,https://inaturalist-open-data.s3.amazonaws.com/photos/645346919/medium.jpg,cc-by-nc,"(c) Graciela Romero, some rights reserved (CC BY-NC)",2026-04-05,-27.5533194444,-58.6792805556,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_348842653_photo_645346919.jpg,Erythrina_crista-galli,Ceibo
348793492,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/348793492,636180046,https://inaturalist-open-data.s3.amazonaws.com/photos/636180046/medium.jpg,cc-by-nc,"(c) jorge martin ybarra, some rights reserved (CC BY-NC)",2026-04-10,-27.4743999722,-58.815921,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_348793492_photo_636180046.jpg,Erythrina_crista-galli,Ceibo
348697623,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/348697623,635992273,https://inaturalist-open-data.s3.amazonaws.com/photos/635992273/medium.jpg,cc-by-nc,"(c) adriano_klauss, some rights reserved (CC BY-NC)",2026-04-10,-26.059125,-53.7338966667,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_348697623_photo_635992273.jpg,Erythrina_crista-galli,Ceibo
348604611,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/348604611,635799136,https://inaturalist-open-data.s3.amazonaws.com/photos/635799136/medium.jpg,cc-by-nc,"(c) John Roberts, some rights reserved (CC BY-NC)",2026-04-10,15.8768762648,108.3369400353,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_348604611_photo_635799136.jpg,Erythrina_crista-galli,Ceibo
348596562,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/348596562,635782400,https://inaturalist-open-data.s3.amazonaws.com/photos/635782400/medium.jpg,cc-by-nc,"(c) Lautaro Nehuén Walker, some rights reserved (CC BY-NC)",2026-04-08,-27.3404352,-58.5968191997,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_348596562_photo_635782400.jpg,Erythrina_crista-galli,Ceibo
348589309,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/348589309,635768414,https://inaturalist-open-data.s3.amazonaws.com/photos/635768414/medium.jpg,cc-by-nc,"(c) Camilly da Costa Guaragni, some rights reserved (CC BY-NC)",2026-04-09,-29.79623,-51.1570471667,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_348589309_photo_635768414.jpg,Erythrina_crista-galli,Ceibo
348423518,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/348423518,635444127,https://inaturalist-open-data.s3.amazonaws.com/photos/635444127/medium.jpg,cc-by-nc,"(c) amurn, some rights reserved (CC BY-NC)",2026-04-09,-33.2781988024,151.5459271806,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_348423518_photo_635444127.jpg,Erythrina_crista-galli,Ceibo
348377477,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/348377477,635552069,https://inaturalist-open-data.s3.amazonaws.com/photos/635552069/medium.jpg,cc-by-nc,"(c) Azucena Duarte, some rights reserved (CC BY-NC)",2026-04-05,-27.5529469722,-58.679872,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_348377477_photo_635552069.jpg,Erythrina_crista-galli,Ceibo
348235956,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/348235956,636171593,https://inaturalist-open-data.s3.amazonaws.com/photos/636171593/medium.jpg,cc-by-nc,"(c) Di Luscombe, some rights reserved (CC BY-NC)",2026-04-08,-38.2600841,144.5141308,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_348235956_photo_636171593.jpg,Erythrina_crista-galli,Ceibo
348115379,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/348115379,634831442,https://inaturalist-open-data.s3.amazonaws.com/photos/634831442/medium.jpg,cc-by-nc,"(c) Mariano Aimar, some rights reserved (CC BY-NC)",2026-04-07,-30.7983520703,-60.6009396538,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_348115379_photo_634831442.jpg,Erythrina_crista-galli,Ceibo
347962876,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/347962876,634530012,https://inaturalist-open-data.s3.amazonaws.com/photos/634530012/medium.jpg,cc-by-nc,"(c) Afish, some rights reserved (CC BY-NC)",2026-04-04,-27.5417116667,153.0003361117,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_347962876_photo_634530012.jpg,Erythrina_crista-galli,Ceibo
347893061,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/347893061,634391197,https://inaturalist-open-data.s3.amazonaws.com/photos/634391197/medium.jpg,cc-by,"(c) ronavery, some rights reserved (CC BY)",2026-04-06,-34.2465003,150.9439063,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_347893061_photo_634391197.jpg,Erythrina_crista-galli,Ceibo
347761818,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/347761818,634136721,https://inaturalist-open-data.s3.amazonaws.com/photos/634136721/medium.jpg,cc-by-nc,"(c) breanna_thompson, some rights reserved (CC BY-NC)",2026-04-03,-33.7659533333,151.2234633333,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_347761818_photo_634136721.jpg,Erythrina_crista-galli,Ceibo
347550102,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/347550102,633711227,https://inaturalist-open-data.s3.amazonaws.com/photos/633711227/medium.jpg,cc-by-nc,"(c) Niels Poul Dreyer, some rights reserved (CC BY-NC)",2024-10-30,-32.6169121117,-58.1320375,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_347550102_photo_633711227.jpg,Erythrina_crista-galli,Ceibo
347534350,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/347534350,633681550,https://inaturalist-open-data.s3.amazonaws.com/photos/633681550/medium.jpg,cc-by-nc,"(c) 🪶🐾☘️Nandan Sreejith🦌🍄🌍, some rights reserved (CC BY-NC)",2026-04-03,10.0322817,76.8668325997,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_347534350_photo_633681550.jpg,Erythrina_crista-galli,Ceibo
347444632,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/347444632,633502709,https://inaturalist-open-data.s3.amazonaws.com/photos/633502709/medium.jpg,cc-by-nc,"(c) Andrejs Medenis, some rights reserved (CC BY-NC)",2026-04-05,-34.6419361111,150.8352666667,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_347444632_photo_633502709.jpg,Erythrina_crista-galli,Ceibo
347437319,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/347437319,633488328,https://inaturalist-open-data.s3.amazonaws.com/photos/633488328/medium.jpg,cc-by-nc,"(c) Heather Dickenson, some rights reserved (CC BY-NC)",2026-04-05,-39.49152,176.9195716667,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_347437319_photo_633488328.jpg,Erythrina_crista-galli,Ceibo
347188684,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/347188684,633001172,https://inaturalist-open-data.s3.amazonaws.com/photos/633001172/medium.jpg,cc-by-nc,"(c) Alison Grant, some rights reserved (CC BY-NC)",2026-02-27,-33.8296590551,151.0832333324,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_347188684_photo_633001172.jpg,Erythrina_crista-galli,Ceibo
347175109,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/347175109,632974099,https://inaturalist-open-data.s3.amazonaws.com/photos/632974099/medium.jpg,cc-by-nc,"(c) anjukwatra, some rights reserved (CC BY-NC)",2026-04-04,30.1309215697,78.3281196189,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_347175109_photo_632974099.jpg,Erythrina_crista-galli,Ceibo
347137727,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/347137727,632894173,https://inaturalist-open-data.s3.amazonaws.com/photos/632894173/medium.jpg,cc-by-nc,"(c) mushroomhair, some rights reserved (CC BY-NC)",2026-02-17,-36.6060916667,174.681795,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_347137727_photo_632894173.jpg,Erythrina_crista-galli,Ceibo
347002810,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/347002810,632624547,https://inaturalist-open-data.s3.amazonaws.com/photos/632624547/medium.jpg,cc-by-nc,"(c) jaquigo89, some rights reserved (CC BY-NC)",2026-04-03,-27.553165,-58.6794833333,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_347002810_photo_632624547.jpg,Erythrina_crista-galli,Ceibo
347002808,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/347002808,632624224,https://inaturalist-open-data.s3.amazonaws.com/photos/632624224/medium.jpg,cc-by-nc,"(c) 3300.jpg, some rights reserved (CC BY-NC)",2026-04-02,-27.2303308841,-55.9904550507,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_347002808_photo_632624224.jpg,Erythrina_crista-galli,Ceibo
346917927,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/346917927,632453008,https://inaturalist-open-data.s3.amazonaws.com/photos/632453008/medium.jpg,cc-by-nc,"(c) Hilary Prieto, some rights reserved (CC BY-NC)",2026-04-03,-33.8896770713,150.8833920678,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_346917927_photo_632453008.jpg,Erythrina_crista-galli,Ceibo
346690223,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/346690223,632009480,https://inaturalist-open-data.s3.amazonaws.com/photos/632009480/medium.jpg,cc-by-nc,"(c) marjorielemaire, some rights reserved (CC BY-NC)",2026-04-02,-27.5891826187,153.1113368148,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_346690223_photo_632009480.jpg,Erythrina_crista-galli,Ceibo
346526188,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/346526188,631756838,https://inaturalist-open-data.s3.amazonaws.com/photos/631756838/medium.jpg,cc-by-nc,"(c) jonimcgarry, some rights reserved (CC BY-NC)",2026-04-01,-33.6915628547,151.2260283299,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_346526188_photo_631756838.jpg,Erythrina_crista-galli,Ceibo
346327636,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/346327636,631290120,https://inaturalist-open-data.s3.amazonaws.com/photos/631290120/medium.jpg,cc-by-nc,"(c) sebastian8937, some rights reserved (CC BY-NC)",2024-10-27,-27.4817180179,153.1358588487,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_346327636_photo_631290120.jpg,Erythrina_crista-galli,Ceibo
346319810,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/346319810,631275777,https://inaturalist-open-data.s3.amazonaws.com/photos/631275777/medium.jpg,cc-by-nc,"(c) © Nyi Nyi Aung, some rights reserved (CC BY-NC)",2024-08-13,-7.7641466667,110.3756416667,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_346319810_photo_631275777.jpg,Erythrina_crista-galli,Ceibo
346319760,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/346319760,631275625,https://inaturalist-open-data.s3.amazonaws.com/photos/631275625/medium.jpg,cc-by-nc,"(c) © Nyi Nyi Aung, some rights reserved (CC BY-NC)",2024-08-13,-7.7641416667,110.3756466667,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_346319760_photo_631275625.jpg,Erythrina_crista-galli,Ceibo
346260151,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/346260151,631151831,https://inaturalist-open-data.s3.amazonaws.com/photos/631151831/medium.jpg,cc-by-nc,"(c) Diego Gallotti, some rights reserved (CC BY-NC)",2026-03-30,-34.6083248611,-58.37224475,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_346260151_photo_631151831.jpg,Erythrina_crista-galli,Ceibo
346051062,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/346051062,630737108,https://inaturalist-open-data.s3.amazonaws.com/photos/630737108/medium.jpg,cc-by,"(c) Nico Yak, some rights reserved (CC BY)",2026-03-29,-32.897235,-60.662105,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_346051062_photo_630737108.jpg,Erythrina_crista-galli,Ceibo
346050957,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/346050957,630736857,https://inaturalist-open-data.s3.amazonaws.com/photos/630736857/medium.jpg,cc-by,"(c) Nico Yak, some rights reserved (CC BY)",2026-03-29,-32.897115,-60.66287,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_346050957_photo_630736857.jpg,Erythrina_crista-galli,Ceibo
345865696,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/345865696,630378946,https://inaturalist-open-data.s3.amazonaws.com/photos/630378946/medium.jpg,cc-by-nc,"(c) alex6524, some rights reserved (CC BY-NC)",2015-04-26,23.1067835294,113.2459258204,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_345865696_photo_630378946.jpg,Erythrina_crista-galli,Ceibo
345861586,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/345861586,630370916,https://inaturalist-open-data.s3.amazonaws.com/photos/630370916/medium.jpg,cc-by-nc,"(c) Matisse Green, some rights reserved (CC BY-NC)",2026-03-29,-27.5839883333,152.990355,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_345861586_photo_630370916.jpg,Erythrina_crista-galli,Ceibo
345831358,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/345831358,630308103,https://inaturalist-open-data.s3.amazonaws.com/photos/630308103/medium.jpg,cc-by,"(c) Cecilia Fer Díaz, some rights reserved (CC BY)",2026-03-23,-27.4208298067,-55.9026961774,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_345831358_photo_630308103.jpg,Erythrina_crista-galli,Ceibo
345726378,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/345726378,630100953,https://inaturalist-open-data.s3.amazonaws.com/photos/630100953/medium.jpg,cc-by-nc,"(c) mariaclar, some rights reserved (CC BY-NC)",2026-03-26,-34.5646904997,-54.2470789997,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_345726378_photo_630100953.jpg,Erythrina_crista-galli,Ceibo
345598990,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/345598990,629851243,https://inaturalist-open-data.s3.amazonaws.com/photos/629851243/medium.jpg,cc-by-nc,"(c) 陳豊鍾, some rights reserved (CC BY-NC)",2026-03-28,23.8403527778,120.4992027778,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_345598990_photo_629851243.jpg,Erythrina_crista-galli,Ceibo
345587390,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/345587390,629828538,https://inaturalist-open-data.s3.amazonaws.com/photos/629828538/medium.jpg,cc-by-nc,"(c) Bree Kurtz, some rights reserved (CC BY-NC)",2026-03-24,-33.9181624453,150.9727211895,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_345587390_photo_629828538.jpg,Erythrina_crista-galli,Ceibo
345561698,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/345561698,629774189,https://inaturalist-open-data.s3.amazonaws.com/photos/629774189/medium.jpg,cc-by-nc,"(c) camilacruzk, some rights reserved (CC BY-NC)",2026-03-28,-33.9136932884,151.1181392895,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_345561698_photo_629774189.jpg,Erythrina_crista-galli,Ceibo
345504799,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/345504799,629663173,https://inaturalist-open-data.s3.amazonaws.com/photos/629663173/medium.jpg,cc-by-nc,"(c) brnhn, some rights reserved (CC BY-NC)",2026-03-26,-34.5366333333,-58.4431616667,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_345504799_photo_629663173.jpg,Erythrina_crista-galli,Ceibo
345502889,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/345502889,629659530,https://inaturalist-open-data.s3.amazonaws.com/photos/629659530/medium.jpg,cc-by-nc,"(c) Bel Vieira, some rights reserved (CC BY-NC)",2021-11-14,-31.7756358281,-52.2296887514,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_345502889_photo_629659530.jpg,Erythrina_crista-galli,Ceibo
345440415,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/345440415,629543627,https://inaturalist-open-data.s3.amazonaws.com/photos/629543627/medium.jpg,cc-by-nc,"(c) k02_10624050, some rights reserved (CC BY-NC)",2026-03-27,-6.9316588,107.7419708,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_345440415_photo_629543627.jpg,Erythrina_crista-galli,Ceibo
345403930,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/345403930,629467754,https://inaturalist-open-data.s3.amazonaws.com/photos/629467754/medium.jpg,cc-by-nc,"(c) biancabrookes, some rights reserved (CC BY-NC)",2026-03-26,-33.7059201296,150.9418115392,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_345403930_photo_629467754.jpg,Erythrina_crista-galli,Ceibo
345391220,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/345391220,630855471,https://inaturalist-open-data.s3.amazonaws.com/photos/630855471/medium.jpg,cc-by-nc,"(c) bulleyg, some rights reserved (CC BY-NC)",2026-03-27,-26.888045,152.136825,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_345391220_photo_630855471.jpg,Erythrina_crista-galli,Ceibo
345298471,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/345298471,629259780,https://inaturalist-open-data.s3.amazonaws.com/photos/629259780/medium.jpg,cc-by-nc,"(c) Paula Rodríguez, some rights reserved (CC BY-NC)",2026-03-24,-34.8940861111,-56.08975,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_345298471_photo_629259780.jpg,Erythrina_crista-galli,Ceibo
345212880,Erythrina crista-galli,Nativa,https://www.inaturalist.org/observations/345212880,629088306,https://inaturalist-open-data.s3.amazonaws.com/photos/629088306/medium.jpg,cc-by-nc-sa,"(c) Gustavo Fernando Durán, some rights reserved (CC BY-NC-SA)",2026-03-24,-31.6118,-60.72355,/content/gdrive/MyDrive/2026_IAA_GrupoC/dataset_raw/Erythrina_crista-galli/obs_345212880_photo_629088306.jpg,Erythrina_crista-galli,Ceibo
